"Organisation H-ID"	"Organisation Record Title"	"Short name / acronym"	"Full name of organisation"	"Alternative name(s)"	"Organisation type"	subtype	Country(ies)	"Logo or representative image"	"Logo or representative image ID"	"Logo or representative image Name"	"Logo or representative image Path"	"Short description"	"Start date"	"Start date (temporal)"	"End date"	"End date (temporal)"	Thumbnail	"Thumbnail (temporal)"	Location	"Short description"	"subordinateTo (Organisation) H-ID"	"subordinateTo (Organisation) Record Title"	"Contact details or URL"	"Location (mappable point)"	note	"Related files"	"Related files ID"	"Related files Name"	"Related files Path"	"CartulR Entity ID"	mediumId	indexReference	IndexFontenay
95079	"Bourguignon-lès-Conflans, seigneurie"		"Bourguignon-lès-Conflans, seigneurie"				France					"dame, sire"												"POINT(6.16355 47.80556)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e167209	
95085	"Bourron, seigneurie"		"Bourron , seigneurie"				France																	"POINT(2.70041 48.34051)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e167297	
95093	"Bouteville, châtellenie"		"Bouteville, châtellenie"	"Boutevilla (de) castellania"			France					"Boutevilla, châtellenie, castellania"												"POINT(-0.13734 45.59963)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e167568	
95099	"Bouville, seigneurie"		"Bouville , seigneurie"				France																	"POINT(2.28444 48.43157)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e167682	
95101	"Bôve (La), seigneurie"		"Bôve (La), seigneurie"				France					seigneur												"POINT(3.18409 49.32339)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e167786	
95105	"Boves, seigneurie"		"Boves, seigneurie"				France					"dame, terre"												"POINT(2.39605 49.84645)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e167839	
95110	"Braine, abbaye de Saint-Yved"		"Braine, abbaye de Saint-Yved"				France					"abbaye de Saint-Yved"												"POINT(3.53262 49.34261)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168085	
95123	"Bray-sous-Baudemont, châtellenie"		"Bray-sous-Baudemont , châtellenie"				France																	"POINT(1.65587 49.13801)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168380	
95124	"Amiens, bailliage"		"Amiens , bailliage"	"Ambianensis, ballivia"			France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137852|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137369|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137896|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137776	
95125	"Bray-sur-Somme, seigneurie"		"Bray-sur-Somme, seigneurie"				France					sire												"POINT(2.71847 49.94085)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168395	
95126	"Bré, château et châtellenie"		"Bré , château et châtellenie"				France																	"POINT(1.32382 45.51117)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168410	
95128	"Brebezallum, châtellenie"		"Brebezallum, châtellenie"				France					castellania												"POINT(-0.15218 45.47265)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168443	
95132	"Brens, châtellenie"		"Brens, châtellenie"				France					châtellenie												"POINT(1.90716 43.88725)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168546	
95139	"Bretagne, duché-pairie"		"Bretagne , duché-pairie"				France																	"POINT(-2.83333 48.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168677|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168689|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168699	
95142	"Bretagne, duché-pairie, Trésor"		"Bretagne , duché-pairie, Trésor"				France																	"POINT(-2.83333 48.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168743	
95143	"Bretagne, hoirs"		"Bretagne , hoirs"				France																	"POINT(-2.83333 48.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168755	
95144	"Bretagne, marchands de Bayonne, monnaie courante"		"Bretagne , marchands de Bayonne, monnaie courante"				France																	"POINT(-2.83333 48.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168767	
95145	"Bretagne, ressort"		"Bretagne , ressort"				France																	"POINT(-2.83333 48.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168779	
95148	"Bretenous, homines et universitas"		"Bretenous, homines et universitas"	Bretenoux			France					"homines et universitas"												"POINT(1.83814 44.91513)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e168889	
95155	"Breuil (fief du)"		"Breuil (fief du)"				France																									Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169050	
95157	"Amiens, commune"		"Amiens , commune"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137908	
95160	"Breuil (Le), seigneurie"		"Breuil (Le), seigneurie"				France					seigneur																				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169111|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169096	
95168	"Amiens, couvent des Ermites de Saint-Augustin"		"Amiens , couvent des Ermites de Saint-Augustin"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137920	
95170	"Brèvedent (Le), seigneurie"		"Brèvedent (Le), seigneurie"				France					seigneur												"POINT(0.30032 49.2264)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169295	
95176	"Brie, archidiaconé"		"Brie , archidiaconé"	"Brye in ecclesia Meldensi|Brie archidiaconus|Brye archidiaconus|arcediacre de Brie"			France																	"POINT(-0.03981 46.9202)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169719|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169897	
95180	"Amiens, diocèse"		"Amiens , diocèse"		Diocese		France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137935|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138002	
95181	"Brie, foires"		"Brie , foires"	"Champagne et Brie, foires"			France																	"POINT(-0.03981 46.9202)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169928	
95183	"Brie, marchands siennois"		"Brie , marchands siennois"				France																	"POINT(-0.03981 46.9202)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169966	
95184	"Brie, pauvres de la terre"		"Brie , pauvres de la terre"				France																	"POINT(-0.03981 46.9202)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e169978	
95189	"Brienne-le-Château, archidiaconé"		"Brienne-le-Château , archidiaconé"	"Briennensis archidiaconus"			France																	"POINT(4.52637 48.39319)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170108	
95191	"Amiens, église cathédrale, archidiaconé"		"Amiens , église cathédrale, archidiaconé"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137947	
95195	"Brion, seigneurie"		"Brion, seigneurie"				France					seigneur												"POINT(3.48008 47.99606)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170277	
95196	"Brionne, comté"		"Brionne, comté"				France					comte												"POINT(0.7151 49.19553)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170293	
95199	"Lannoy, abbaye Notre-Dame (de)"		"Lannoy, abbaye Notre-Dame (de)"	"Briostel, abbaye Notre-Dame (de)"			France																	"POINT(1.9156021276595745 49.5800720212766)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170333|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e265953	
95203	"Brioude, archidiaconé"		"Brioude , archidiaconé"				France																	"POINT(3.38423 45.29419)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170379	
95205	"Brioude, prévôté"		"Brioude , prévôté"				France																	"POINT(3.38423 45.29419)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170415	
95206	"Briouze, fiefferme"		"Briouze, fiefferme"				France					fiefferme												"POINT(-0.36806 48.69848)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170430	
95207	"Brive, homines et universitas"		"Brive, homines et universitas"				France					"homines et universitas"												"POINT(1.53326 45.1589)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170476	
95213	"Amiens, église cathédrale, chapitre"		"Amiens , église cathédrale, chapitre"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137975|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137959	
95224	"Amiens, église paroissiale de Saint-Michel"		"Amiens , église paroissiale de Saint-Michel"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137987	
95232	"Bruille (Le), moulins et prévôté"		"Bruille (Le), moulins et prévôté"				Belgium					"moulins, prévôté"												"POINT(3.38932 50.60715)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e170993	
95234	"Bruyère (La), fief"		"Bruyère (La), fief"				France					fief												"POINT(-0.8360751674641148 49.19490693779905)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171218	
95239	"Bruyères, commune"		"Bruyères , commune"				France																	"POINT(3.669320247933884 49.51804487603303)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171276	
95243	"Buckingham, archidiaconé"		"Buckingham, archidiaconé"				"United Kingdom"					archidiacre												"POINT(-0.98779 51.99968)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171399	
95244	"Bucy-le-Long, chapelle et chapellenie de Notre-Dame"		"Bucy-le-Long, chapelle et chapellenie de Notre-Dame"				France					"chapelle et chapellenie de Notre-Dame"												"POINT(3.39582 49.39072)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171439	
95245	"Bucy-le-Long, mairie"		"Bucy-le-Long , mairie"				France																	"POINT(3.39582 49.39072)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171451	
95246	"Amiens, maire et jurés"		"Amiens , maire et jurés"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138090	
95250	"Budos, seigneurie"		"Budos, seigneurie"	"Bedolio, dominus de"			France																	"POINT(-0.38573 44.53359)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171511|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e154525	
95258	"Bully, seigneurie"		"Bully , seigneurie"				France																	"POINT(1.36952 49.72679)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171762	
95263	"Burgus, homines et universitas"		"Burgus, homines et universitas"	"Bourg (Le)"			France					"homines et universitas"												"POINT(1.90367 44.70936)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e171891	
95268	"Amiens, vidamie"		"Amiens , vidamie"				France																	"POINT(2.3 49.9)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138114	
95272	"Byole, homines et universitas"		"Byole, homines et universitas"	Bioule			France					"homines et universitas"												"POINT(1.53859 44.08953)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172117	
95274	"Cabardès, viguerie"		"Cabardès, viguerie"				France					viguerie												"POINT(2.351605 43.31717)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172147|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172162|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172177	
95278	"Chabanais, châtellenie"		"Chabanais, châtellenie"	"Cabenesium, castellania"			France					"castellania, châtellenie"												"POINT(0.71978 45.87565)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172208	
95289	"Caen, abbaye de Saint-Étienne"		"Caen , abbaye de Saint-Étienne"	"Caen, l'Abbaye-aux-Hommes"			France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172512	
95294	"Caen, bailliage"		"Caen , bailliage"	"Cadomensis ballivia"			France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172597|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172483|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172524|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172584|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172637	
95300	"Caen, couvent des Béguines"		"Caen , couvent des Béguines"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172686	
95301	"Caen, couvent des Carmes"		"Caen , couvent des Carmes"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172698	
95303	"Caen, collégiale Saint-Sépulcre"		"Caen , collégiale Saint-Sépulcre"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172710	
95304	"Caen, collégiale Saint-Sépulcre, doyen et chapitre"		"Caen, collégiale Saint-Sépulcre, doyen et chapitre"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172722	
95311	"Caen, prévôté"		"Caen , prévôté"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172816	
95312	"Caen, prieuré de Sainte-Croix"		"Caen , prieuré de Sainte-Croix"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172831	
95316	"Caen, terroir"		"Caen , terroir"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172868	
95318	"Caen, vicomté"		"Caen , vicomté"				France																	"POINT(-0.35912 49.18585)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172892|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172904	
95322	"Cahors, consuls"		"Cahors , consuls"				France																	"POINT(1.43663 44.4491)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172986	
95323	"Cahors, diocèse"		"Cahors , diocèse"				France																	"POINT(1.43663 44.4491)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e172998|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173104	
95326	"Caturcum, homines et universitas"		"Caturcum, homines et universitas"	Cahors			France																	"POINT(1.43663 44.4491)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173042	
95327	"Cahors, jugerie"		"Cahors , jugerie"				France																	"POINT(1.43663 44.4491)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173054|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173072	
95332	"Cailly, fiefferme"		"Cailly, fiefferme"				France					fiefferme												"POINT(1.21232 49.11574)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173208	
95335	"Ancenis, seigneurie"		"Ancenis, seigneurie"				France					seigneur												"POINT(-1.16667 47.36667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138369	
95336	"Caijarcum, homines et universitas"		"Caijarcum, homines et universitas"	Cajarc			France					"Caijarcum , — homines et universitas"												"POINT(1.84261 44.48546)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173306	
95337	"Calers (abbaye de)"		"Calers (abbaye de)"				France					"abbé et religieux"												"POINT(1.47118 43.25472)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173347	
95338	"Chalais, châtellenie"		"Chalais, châtellenie"	"Calesium, castellania"			France					castellania												"POINT(0.0388 45.27338)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173362	
95340	"Calmont, seigneurie"		"Calmont, seigneurie"				France					seigneur												"POINT(2.51201 44.24883)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173392	
95341	"Calmont-d'Olt, baronnie"		"Calmont-d'Olt, baronnie"				France					baronnie												"POINT(2.76265 44.52237)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173423	
95346	"Anchin, abbaye Saint-Sauveur [1079 -]"		"Anchin, abbaye Saint-Sauveur"		ecclésiastique		France					O.S.B.	1079	1079							290814	"Arras (diocèse)"		"POINT(3.21277 50.3785)"						4441		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138384|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138396	
95347	"Calvisson, château et sa viguerie"		"Calvisson, château et sa viguerie"				France					"château et sa viguerie"												"POINT(4.19626 43.78696)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173567	
95348	"Calvisson, seigneurie"		"Calvisson , seigneurie"				France																	"POINT(4.19626 43.78696)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173582	
95355	"Cambolitum, homines et universitas"		"Cambolitum , homines et universitas"	Camboulit			France																	"POINT(1.94998 44.59974)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173701	
95359	"Cambrai, couvent des Béguines de Cantimpré"		"Cambrai , couvent des Béguines de Cantimpré"				France																	"POINT(3.23472 50.17596)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173746	
95360	"Cambrai, diocèse"		"Cambrai , diocèse"				France																	"POINT(3.23472 50.17596)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173758|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173810	
95361	"Cambrai, église cathédrale, archidiaconé"		"Cambrai , église cathédrale, archidiaconé"				France																	"POINT(3.23472 50.17596)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173770	
95362	"Cambrai, église cathédrale"		"Cambrai , église cathédrale"				France																	"POINT(3.23472 50.17596)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173783	
95363	"Cambrai, église cathédrale, doyen et chapitre"		"Cambrai , église cathédrale, doyen et chapitre"				France																	"POINT(3.23472 50.17596)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173795	
95366	"Cambremer, sergenterie"		"Cambremer, sergenterie"				France					sergenterie												"POINT(0.0476 49.15192)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173847	
95372	"Campagnoles, Hôpital de Saint-Jean-de-Jérusalem"		"Campagnoles, Hôpital de Saint-Jean-de-Jérusalem"									"Hôpital de Saint-Jean-de-Jérusalem"																				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e173983	
95375	"Campanie, comté"		"Campanie, comté"				Italy					comte												"POINT(14.92053 40.91056)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174009	
95378	"Camp-d'Eau, fiefferme du"		"Camp-d'Eau, fiefferme du"				France																	"POINT(1.61547 49.65371)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174055	
95386	"Candeil, abbaye (de), O.C."		"Candeil, abbaye (de), O.C."				France					"O. Cist., abbé et religieux"												"POINT(2.00549 43.8015)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174159	
95396	"Canteloup, fief (de)"		"Canteloup, fief (de)"				France																	"POINT(0.37195999999999996 49.155950000000004)"									
95397	"Cantorbéry, église cathédrale de Saint-Thomas"		"Cantorbéry, église cathédrale de Saint-Thomas"				"United Kingdom"					"église cathédrale de Saint-Thomas"												"POINT(1.07992 51.27904)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174487	
95399	"Canville-les-Deux-Églises, doyenné"		"Canville-les-Deux-Églises , doyenné"				France																	"POINT(0.84012 49.76753)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174517	
95401	"Achaïe, principauté"		"Achaïe, principauté"				Greece					principauté												"POINT(21.859839 38.086811)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132404	
95403	"Canville-les-Deux-Églises, sergenterie du plaid de l'épée"		"Canville-les-Deux-Églises , sergenterie du plaid de l'épée"				France																	"POINT(0.84012 49.76753)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174541	
95406	"Cany, sergenterie du plaid de l'épée"		"Cany , sergenterie du plaid de l'épée"				France																	"POINT(0.6353284799999996 49.78027495999998)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174590	
95410	"Capestang, juifs"		"Capestang , juifs"				France																	"POINT(3.04466 43.3288)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e174722	
95413	"Andelot, juifs"		"Andelot , juifs"				France																	"POINT(5.3 48.25)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e138481	
95429	"Carcassonne, bailie"		"Carcassonne , bailie"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175154	
95437	"Carcassonne, Bourg, consistoire supérieur royal"		"Carcassonne , Bourg, consistoire supérieur royal"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175254	
95438	"Carcassonne, consulat et consuls"		"Carcassonne , consulat et consuls"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175266	
95439	"Carcassonne, Cour, Cour royale ou de la sénéchaussée"		"Carcassonne , Cour, Cour royale ou de la sénéchaussée"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175278	
95440	"Carcassonne, officialité, Cour"		"Carcassonne , officialité, Cour"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175316	
95441	"Carcassonne, couvent des Clarisses"		"Carcassonne , couvent des Clarisses"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175328	
95442	"Carcassonne, couvent des Frères prêcheurs"		"Carcassonne , couvent des Frères prêcheurs"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175340	
95443	"Carcassonne, diocèse"		"Carcassonne , diocèse"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175352|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175392|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175528	
95448	"Carcassonne, foires"		"Carcassonne, foires"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175404	
95460	"Carcassonne, notairie"		"Carcassonne , notairie"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175603	
95461	"Carcassonne, officialité"		"Carcassonne , officialité"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175618	
95462	"Carcassonne, officiers royaux"		"Carcassonne , officiers royaux"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175630	
95463	"Carcassonne, palais du roi"		"Carcassonne, palais du roi"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175642	
95466	"Carcassonne, Salin royal"		"Carcassonne , Salin royal"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175679	
95467	"Carcassonne, Salle royale (nouvelle)"		"Carcassonne , Salle royale (nouvelle)"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175700	
95470	"Carcassonne, sénéchaussée"		"Carcassonne, sénéchaussée"				France																	"POINT(2.34863 43.21649)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e175724	
