"Place H-ID"	"Place Record Title"	"Place name"	"Additional (equivalent) names"	"Name chosen"	"Place type"	Country	"Code insee"	Department	Arrondissement	Canton	Town	"Municipality (record pointer) (Place) H-ID"	"Municipality (record pointer) (Place) Record Title"	County	Province	"Location (mappable)"	"Locational certainty"	"Index Reference"	Note	"GeoNames ID"	"DicoTopo ID"	"WikiData ID"	indexReference	IndexFontenay
81644	"Charité (La) (Nièvre, Cosne-Cours-sur-Loire)"	"Charité (La)"	"Charité-sur-Loire (La)"			France	58059	Nièvre	Cosne-Cours-sur-Loire							"POINT(3.0188106 47.1771359)"			"Nièvre, ar. Cosne"	3010201			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e183056	
81663	"Charny (Aube, Méry-sur-Seine)"	Charny	Charny-le-Bachot			France	10086	Aube		Méry-sur-Seine						"POINT(3.9453164 48.5510966)"			"-le-Bachot, Aube, con Méry-sur-Seine"	3026518			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e183908	
81664	"Chârost (Cher, Bourges)"	Chârost				France	18055	Cher	Bourges							"POINT(2.1176267 46.9925371)"			"Cher, ar. Bourges"	3026508			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e183968	
81667	"Charry (Nièvre, Saint-Saulge)"	Charry				France	58035	Nièvre		Saint-Saulge		321724	"Bona (Nièvre, Nevers, Guérigny)"			"POINT(3.4238561 47.0611622)"			"Nièvre, con Saint-Saulge, cne Bona"	3031844			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184100	
81668	"Chasellis (Nièvre)"	Chasellis	Casalibus			France		Nièvre											Nièvre				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184627	
81669	"Chassagne (La) (Corrèze, Ussel, Égletons)"	"Chassagne (La)"				France	19039	Corrèze	Ussel	Égletons		321745	"Champagnac-la-Noaille (Corrèze, Ussel, Égletons)"			"POINT(2.0168176 45.3073963)"			"Corrèze, con Égletons, cne Champagnac-la-Noaille"	3027274			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184678	
81670	"Chassaigne (La) (Puy-de-Dôme, Thiers, Thiers)"	"Chassaigne (La)"				France	63430	Puy-de-Dôme	Thiers	Thiers		101416	"Thiers (Puy-de-Dôme)"			"POINT(3.5122198 45.8588497)"			"Puy-de-Dôme, con et cne Thiers"	2972857			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184695	
81672	"Chassenay (Côte-d'Or)"	Chassenay						Côte-d'Or											"Côte-d'Or, con et cne Arnay-le-Duc, ou con Semur, cne Vic-de Chassenay"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184727	
81673	"Chastel (Allier, Vichy, Moulins-2)"	Chastel	Châtelperron			France	03067	Allier	Vichy	Moulins-2						"POINT(3.6372432 46.400106)"			"auj. Châtelperron, Allier, con Jaligny"	3026133			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184766	
81674	"Chastel (Ardennes, Rethel)"	Chastel	Château-Porcien			France	08107	Ardennes	Rethel							"POINT(4.24513 49.529127)"			"Château-Porcien, Ardennes, ar. Rethel"	3026216			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184783	
81675	"Chastel (Le)"	"Chastel (Le)"																	"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184819	
81679	"Château (Le)"	"Château (Le)"				France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e184883	
81683	"Châtillon (Doubs, Besançon, Baume-les-Dames)"	Châtillon	Châtillon-Guyotte			France	25132	Doubs	Besançon	Baume-les-Dames						"POINT(6.1693508 47.3305637)"			"-Guyotte, Doubs, con Roulans"	3026069			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e186147	
81685	"Châtillon (Seine-et-Marne, Châtelet-en-Brie (Le))"	Châtillon	Châtillon-la-Borde			France	77103	Seine-et-Marne		"Châtelet-en-Brie (Le)"						"POINT(2.8248747 48.53885975)"			"-la-Borde, Seine-et-Marne, con Le Châtelet-en-Brie"	3026068			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e186219	
81691	"Chaudenay (Haute-Marne, Langres, Chalindrey)"	Chaudenay				France	52119	Haute-Marne	Langres	Chalindrey						"POINT(5.5015001 47.8219449)"			"Haute-Marne, con Fayl-Billot"	3025987			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e186559	
81701	"Chauvigny (Vienne, Poitiers)"	Chauvigny				France	86070	Vienne	Poitiers							"POINT(0.6439464 46.5695048)"			"Vienne, ar. Montmorillon"	3025809			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e186936	
81702	"Chauvirey (Haute-Saône, Vesoul)"	Chauvirey	Chauverio|Chauvirey-le-Châtel			France	70143	Haute-Saône	Vesoul					Jussey		"POINT(5.7529244 47.7910208)"			"-le-Châtel, Haute-Saône, con Vitrey"	3025806			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e186969|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e186899	
81703	"Chavençon (Oise, Beauvais, Chaumont-en-Vexin)"	Chavençon				France	60144	Oise	Beauvais	Chaumont-en-Vexin						"POINT(1.9944013 49.1884053)"			"Oise, con Méry"	3025731			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187037	
81705	"Chelles (Oise, Compiègne, Compiègne-2)"	Chelles				France	60145	Oise	Compiègne	Compiègne-2						"POINT(3.0344372 49.3549458)"			"Oise, con Attichy"	3025621			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187150	
81709	"Albi et Albigeois (Tarn)"	"Albi et Albigeois"				France	81004	Tarn				317310	"Albi (Tarn)"			"POINT(2.148 43.9298)"				3038261			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135319	
81710	"Chenou (Seine-et-Marne, Fontainebleau, Nemours)"	Chenou				France	77110	Seine-et-Marne	Fontainebleau	Nemours						"POINT(2.659207 48.1655515)"			"Seine-et-Marne, con Château-Landon"	3025499			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187290	
81712	"Chessetz (terre des) (Charente, Châteauneuf-sur-Charente)"	"Chessetz (terre des)"	"Chessez (terre des)"			France	16057	Charente		Châteauneuf-sur-Charente		320928	"Bouteville (Charente, Châteauneuf-sur-Charente)"			"POINT(-0.13734 45.59963)"				3030761			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187525	
81713	"Chevillon (Loiret, Montargis, Montargis)"	Chevillon	Chevillon-sur-Huillard			France	45092	Loiret	Montargis	Montargis						"POINT(2.6251757 47.9627225)"			"Loiret, con Montargis"	3025316			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187615	
81714	"Chevresis (Aisne, Ribemont)"	Chevresis				France	02184	Aisne		Ribemont		321906	"Chevresis-Monceau (Aisne, Saint-Quentin, Ribemont)"			"POINT(3.5725 49.7544444)"			"Aisne, con Ribemont, cne Chevresis-Monceau"	3025296			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187647	
81717	"Chevry (Seine-et-Marne, Torcy, Ozoir-la-Ferrière)"	Chevry				France	77114	Seine-et-Marne	Torcy	Ozoir-la-Ferrière		321915	"Chevry-Cossigny (Seine-et-Marne, Torcy, Ozoir-la-Ferrière)"			"POINT(2.6617094 48.7244459)"			"Seine-et-Marne, con Brie-Comte-Robert, cne Chevry-Cossigny"	3025270			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e187778	
81734	"Cicon (Doubs, Pontarlier, Valdahon)"	Cicon				France	25585	Doubs	Pontarlier	Valdahon	"Les Premiers-Sapins"	321935	"Vanclans (Doubs, Pontarlier, Valdahon)"			"POINT(6.35991 47.0988)"			"Doubs, con Vercel, cne Vanclans"	2970810			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e188512	
81735	"Cigogne (La) (Loiret, Orléans, Saint-Jean-de-Braye)"	"Cigogne (La)"				France	45089	Loiret	Orléans	Saint-Jean-de-Braye		96007	"Chécy (Loiret, Orléans)"			"POINT(2.02135 47.9019)"			"Loiret, con Orléans, cne Chécy"	3025650			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e188557	
81738	"Clagny (Yvelines, Versailles)"	Clagny	Clagny-Glatigny			France	78646	Yvelines	Versailles			317877	Versailles			"POINT(2.1460247 48.8174896)"			"Seine-et-Oise, cne Versailles"	2969679			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e188704	
81740	"Clary (Nord, Cambrai, Cateau-Cambrésis (Le))"	Clary				France	59149	Nord	Cambrai	"Cateau-Cambrésis (Le)"						"POINT(3.4007629 50.078115)"			"Nord, ar. Cambrai"	3024740			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e188876	
81741	Claveta	Claveta	Clavata			France													"La Clotte, Gironde, con Labrède, cne Léognan?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e188908	
81761	"Clermont (Hérault, Lodève)"	Clermont	Clermont-l'Hérault			France	34079	Hérault	Lodève							"POINT(3.4302412 43.6263176)"			"-l'Hérault, Hérault, ar. Lodève"	3024631			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e189549	
81763	"Clermont-Nesle (Oise, Somme)"	Clermont-Nesle				France		"Oise, Somme"				321972|321981	"Clermont (Oise)|Nesle (Somme, Péronne)"						"Clermont-en-Beauvaisis, Oise, et Nesle, Somme, ar. Péronne"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e189764	
81766	Cléville	Cléville				France													"Seine-Maritime, con Fauville, ou Calvados, con Troarn"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e189860	
81768	Cobham	Cobham				"United Kingdom"								Kent		"POINT(0.4141599 51.3949326)"			"Angleterre, co. Kent"	2652688			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190119	
81772	Cocherel	Cocherel				France													"Eure, con Vernon, cne Houlbec-Cocherel ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190365	
81774	"Cocquerel (Somme, Abbeville, Rue)"	Cocquerel				France	80200	Somme	Abbeville	Rue						"POINT(1.9487027 50.0441073)"			"Somme, con Ailly-le-Haut-Clocher"	3024470			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190430	
81779	"Cohardon (Sarthe, Mamers, Sillé-le-Guillaume)"	Cohardon	"Cohardons (Les)"			France	72139	Sarthe	Mamers	Sillé-le-Guillaume						"POINT(0.0800783 48.3259474)"			"Les Cohardons, Sarthe, con Saint-Paterne, cne Fyé"	3016876			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190600	
81795	Coloniis	Coloniis				France													"Collonge, Tarn-et-G., con Valence, cne Saint-Clair?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191489	
81799	"Combres (Haute-Loire, Le Puy-en-Velay, Plateau du Haut-Velay granitique (Le))"	Combres				France	43164	Haute-Loire	"Le Puy-en-Velay"	"Plateau du Haut-Velay granitique (Le)"		322051	"Roche-en-Régnier (Haute-Loire, Puy-en-Velay (Le), Plateau du Haut-Velay granitique (Le))"			"POINT(3.9414414 45.2209087)"			"Haute-Loire, con Vorey, cne Roche-en-Régnier"	2983283			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191677	
81800	"Combreux (Seine-et-Marne, Torcy, Ozoir-la-Ferrière)"	Combreux				France	77470	Seine-et-Marne	Torcy	Ozoir-la-Ferrière		101536	"Tournan-en-Brie (Seine-et-Marne, Meaux)"			"POINT(2.7645642 48.7403305)"			"Seine-et-Marne, con et cne Tournan-en-Brie"	2972253			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191709	
81801	Comines	Comines					"59152, 7780"					322057|322058	"Comines (Nord, Lille, Lambersart)|Comines"						"Nord, con Quesnoy-sur-Deûle, et Belgique, prov. Flandre occidentale"	3024102|2800195			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191742	
81802	"Commenchon (Aisne, Laon, Chauny)"	Commenchon				France	02207	Aisne	Laon	Chauny						"POINT(3.1615635 49.6406639)"			"Aisne, con Chauny"	3024092			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191777	
81805	"Comté (moulin dit de La) (Manche, Montmartin-sur-Mer)"	"Comté (moulin dit de La)"	"Moulin-le-Comte (Le)"			France	50388	Manche		Montmartin-sur-Mer		99281	"Orval (Manche, Montmartin-sur-Mer)"			"POINT(-1.47071 49.01429)"				2989172			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e192553	
81807	Condé	Condé				France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e192703	
81808	"Conflans (Marne, Épernay, Canton de Vertus-Plaine Champenoise)"	Conflans				France	51638	Marne	Épernay	"Canton de Vertus-Plaine Champenoise"		322117	"Villeseneux (Marne, Épernay, Canton de Vertus-Plaine Champenoise)"			"POINT(4.1630727 48.859954)"			"Marne, con Vertus, cne Villeseneux"		P22554734		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e192883	
81810	Conques	Conques				France													"-sur-Orbiel, Aude, ar. Carcassonne, ou Conques, Aveyron, ar. Rodez"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e192996	
81815	"Contault (Marne, Châlons-en-Champagne, Argonne Suippe et Vesle)"	Contault				France	51166	Marne	Châlons-en-Champagne	"Argonne Suippe et Vesle"						"POINT(4.7902552 48.9115965)"			"Marne, con Dommartin-sur-Yèvre"	3023849			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193406	
81816	"Contes (Pas-de-Calais, Montreuil, Auxi-le-Château)"	Contes				France	62236	Pas-de-Calais	Montreuil	Auxi-le-Château						"POINT(1.9650258 50.4073056)"			"Pas-de-Calais, con Hesdin"	3023841			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193423	
81817	"Contremoulins (Seine-Maritime, Le Havre, Fécamp)"	Contremoulins				France	76187	Seine-Maritime	"Le Havre"	Fécamp						"POINT(0.4308362 49.726758)"			"Seine-Maritime, con Valmont"	3023814			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193504	
81822	"Coquebourg (moulin de) (Calvados, Isigny)"	"Coquebourg (moulin de)"				France	14480	Calvados		Isigny		99286	"Osmanville (Calvados, Isigny)"			"POINT(-1.08013 49.32911)"				2989140			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193583	
81828	"Corbarieu (Tarn-et-Garonne, Montauban, Tarn-Tescou-Quercy vert)"	Corbarieu				France	82044	Tarn-et-Garonne	Montauban	"Tarn-Tescou-Quercy vert"						"POINT(1.3691667 43.945)"			"Tarn-et-G., con Villebrumier"	3023772			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193704	
81830	"Cormeilles (Val-d'Oise, Argenteuil, Franconville)"	Cormeilles	Cormeilles-en-Parisis			France	95176	Val-d'Oise	Argenteuil	Franconville						"POINT(2.1998877 48.9759637)"			"-en-Parisis, Seine-et-Oise, con Argenteuil"	3023645			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194240	
81833	"Corneville (Eure, Pont-Audemer)"	Corneville	Corneville-sur-Risle			France	27174	Eure		Pont-Audemer						"POINT(0.5858134 49.3411627)"			"-sur-Risle, Eure, con Pont-Audemer"	3023590			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194305	
81835	"Cornouailles (Finistère, Quimper, Cantons de Quimper-1 et Quimper-2)"	Cornouailles				France	29232	Finistère	Quimper	"Cantons de Quimper-1 et Quimper-2"		317746	Quimper			"POINT(-4.1 48)"			"pays de Bretagne dont le chef-lieu était Quimper, Finistère"	8449367			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194368	
81836	"Cornoult (Seine-et-Marne, Aisne)"	Cornoult				France		"Seine-et-Marne, Aisne"				322181|322182	"Verdelot (Seine-et-Marne, Provins, Coulommiers)|Viels-Maisons (Aisne, Château-Thierry, Essômes-sur-Marne)"			"POINT(3.38155746 48.8834569)"			"Seine-et-Marne, con Rebais, cne Verdelot, et Aisne, con Charly, cne Viels-Maisons"	2969988|2969288			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194399	
81837	"Corre (Haute-Saône, Vesoul, Jussey)"	Corre				France	70177	Haute-Saône	Vesoul	Jussey						"POINT(5.992937 47.9174437)"			"Haute-Saône, con Jussey"	3023540			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194480	
81838	"Corrobert (Marne, Épernay, Sézanne-Brie et Champagne)"	Corrobert				France	51175	Marne	Épernay	"Sézanne-Brie et Champagne"						"POINT(3.6049192 48.915371)"			"Marne, con Montmirail"	3023530			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194512	
81846	"Coucy (Aisne, Coucy-le-Château-Auffrique)"	Coucy	Coucy-le-Château			France	02217	Aisne		Coucy-le-Château-Auffrique		322202	"Coucy-le-Château-Auffrique (Aisne, Laon, Vic-sur-Aisne)"			"POINT(3.3205038 49.5193946)"			"-le-Château, Aisne, con et cne Coucy-le-Château-Auffrique"		P30726622		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195079	
81847	"Coudray (Le)"	"Coudray (Le)"				France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195126	
81848	"Couffraut (Yonne, Auxerre, Charny)"	Couffraut				France	89454	Yonne	Auxerre	Charny	Charny-Orée-de-Puisaye	322220	"Villefranche (Yonne, Auxerre, Charny)"			"POINT(3.1309538 47.9411544)"			"Yonne, con Charny, cne Villefranche"		P52059559		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195263	
81849	"Cougain (Aude)"	Cougain				France	11206	Aude				97880	"Limoux (Aude)"			"POINT(2.22173 43.05487)"			"lieu disparu, aux environs de Limoux, Aude"		P61716370		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195281	
81855	"Courbetin (Aisne, Château-Thierry, Essômes-sur-Marne)"	Courbetin				France	02777	Aisne	Château-Thierry	Essômes-sur-Marne		322183	"Vendières (Aisne, Château-Thierry, Essômes-sur-Marne)"			"POINT(3.4463251 48.8715182)"			"Aisne, con Charly, cne Vendières"	2970116			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195630	
81856	"Courceaux (Seine-et-Marne, Melun)"	Courceaux				France	77306	Seine-et-Marne		Melun		319515	"Montereau-sur-le-Jard (Seine-et-Marne, Melun, Melun)"			"POINT(2.6679091 48.5919203)"			"Seine-et-Marne, con Melun, cne Montereau-sur-Jard"	2992670			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195712	
81857	"Courcelles (Oise, Beauvais, Chaumont-en-Vexin)"	Courcelles	Courcelles-lès-Gisors			France	60169	Oise	Beauvais	Chaumont-en-Vexin						"POINT(1.7422239 49.2598649)"			"-lès-Gisors, Oise, con Chaumont"	3023098			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195778	
81858	"Courcy (Loiret, Pithiviers, Malesherbois (Le))"	Courcy	Courcy-aux-Loges			France	45111	Loiret	Pithiviers	"Malesherbois (Le)"						"POINT(2.2159619 48.0655827)"			"-aux-Loges, Loiret, con Pithiviers"	3023050			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195861	
81862	"Courtieux (Oise, Compiègne, Compiègne-1)"	Courtieux				France	60171	Oise	Compiègne	Compiègne-1						"POINT(3.0887978 49.3871282)"			"Oise, con Attichy"	3022893			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e196467	
81863	"Courtonne (Calvados, Lisieux, Lisieux)"	Courtonne	Courtonne-la-Meurdrac|Cortona			France	14193	Calvados	Lisieux	Lisieux						"POINT(0.3208333 49.1261111)"			"Courtonne-la-Meurdrac, Calvados, con Lisieux"	3022873			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e196484|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194615	
81866	"Cralongua (mas de) (Aveyron)"	"Cralongua (mas de)"				France	12145	Aveyron				98448	"Millau (Aveyron)"			"POINT(3.07848 44.09973)"				2993875			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197124	
81868	"Crèches (Saône-et-Loire, Mâcon, Chapelle-de-Guinchay (La))"	Crèches	Crêches-sur-Saône			France	71150	Saône-et-Loire	Mâcon	"Chapelle-de-Guinchay (La)"						"POINT(4.7867962 46.246363)"			"-sur-Saône, Saône-et-Loire, con La Chapelle-de-Guinchay"	3022633			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197270	
81869	Crécy	Crécy				France													"-sur-Serre, Aisne, ar. Laon?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197287	
81871	Cremona	Cremona	Crémone			Italy	26100								Crémone	"POINT(10.02129 45.13325)"			Italie	3177838			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197611	
81874	"Créquy (Pas-de-Calais, Montreuil, Fruges)"	Créquy				France	62257	Pas-de-Calais	Montreuil	Fruges						"POINT(2.0469196 50.4947171)"			"Pas-de-Calais, con Fruges"	3022568			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197942	
81875	"Cresci (Somme)"	Cresci				France		Somme											"Cressy, Somme, con Roye, cne Cressy-Omencourt? ou Crécy-en-Ponthieu, Somme, ar. Abbeville?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197965	
81880	"Creyssac (Dordogne, Périgueux, Brantôme en Périgord)"	Creyssac				France	24144	Dordogne	Périgueux	"Brantôme en Périgord"						"POINT(0.55089 45.30708)"			"Dordogne, con Montagrier"	3022481			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198208	
81886	"Croisset (Seine-Maritime, Rouen, Canteleu)"	Croisset				France	76157	Seine-Maritime	Rouen	Canteleu		95394	"Canteleu (Seine-Maritime, Maromme)"			"POINT(1.0347092 49.437799)"			"Seine-Maritime, con Maromme, cne Canteleu"	3231467			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198398	
81888	"Croix (La)"	"Croix (La)"				France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198463	
81889	Cros	Cros				France													"château détruit, Creuse, con Le Grand-Bowg, cne Saint-Pierre-de-Fur sac ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198610	
81890	Crouzols	Crouzols				France													"Cantal, con Maurs, cne Le Trioulou, ou Lot, con La Capelle-Marival, cne Labathude"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198755	
81892	"Cugny (Aisne)"	Cugny				France		Aisne											"Aisne, con Saint-Simon, ou, Cugny-les-Crouttes, Aisne, con Oulchy-le-Château"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198922	
81893	"Cuignières (Oise, Clermont, Saint-Just-en-Chaussée)"	Cuignières				France	60186	Oise	Clermont	Saint-Just-en-Chaussée						"POINT(2.4716631 49.4514167)"			"Oise, con Saint-just-en-Chaussée"	3022139			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e198955	
81894	"Cussac (Cantal, Pleaux)"	Cussac				France	15046	Cantal		Pleaux		322458	"Chaussenac (Cantal, Mauriac, Mauriac)"			"POINT(2.2785824 45.1770849)"			"Cantal, con Pleaux, cne Chaussenac"		P43692080		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199170	
81895	"Cuxac (Aude, Coursan)"	Cuxac	Cuxac-d'Aude			France	11116	Aude		Coursan						"POINT(2.9993069 43.2434772)"			"-d'Aude, Aude, con Coursan"	3021953			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199222	
81896	"Cuy (Seine-Maritime, Gournay-en-Bray)"	Cuy	Cuy-Saint-Fiacre			France	76208	Seine-Maritime		Gournay-en-Bray						"POINT(1.6979727 49.5142198)"			"-Saint-Fiacre, Seine-Maritime, con Gournay-en-Bray"	3021949			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199273	
81897	"Cuzouls (Tarn-et-Garonne, Saint-Antonin)"	Cuzouls				France	82029	Tarn-et-Garonne		Saint-Antonin		95562	"Castanet (Tarn-et-Garonne, Saint-Antonin)"			"POINT(1.9503018 44.2655923)"			"Tarn-et-Garonne, con Saint-Antonin, cne Castanet"	3028412			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199306	
81902	"Dalmas (Tarn-et-Garonne, Montauban, Canton de Quercy-Aveyron)"	Dalmas				France	82149	Tarn-et-Garonne	Montauban	"Canton de Quercy-Aveyron"		319321	"Almont (Tarn-et-Garonne, Caussade)"			"POINT(1.47955 44.11463)"				2984297			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199470	
81905	"Damery (Marne, Épernay, Dormans-Paysages de Champagne)"	Damery				France	51204	Marne	Épernay	"Dormans-Paysages de Champagne"						"POINT(3.87723 49.07065)"			"Marne, con Épernay"	3021866			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199530	
81907	Dammartin	Dammartin				France													"-en-Goële, Seine-et-Marne, ar. Meaux ?|Dammartin ou Dommartin"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199608|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201626	
81908	"Dampierre (Côte-d'Or, Dijon, Saint-Apollinaire)"	Dampierre	Dampierre-et-Flée			France	21225	Côte-d'Or	Dijon	Saint-Apollinaire						"POINT(5.3689867 47.4740839)"			"-et-Flée, Côte-d'Or, con Fontaine-Française"	3021824			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199710	
81910	Dampierre	Dampierre				France													"-cn-Bray, Seine-Maritime, con Gournay-en-Bray ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199730	
81911	"Dampleux (Aisne, Soissons, Villers-Cotterêts)"	Dampleux				France	02259	Aisne	Soissons	Villers-Cotterêts						"POINT(3.1540927 49.2434969)"			"Aisne, con Viliera-Cotterêts"	3021807			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199796	
81912	"Dampont (Val-d'Oise, Pontoise, Pontoise)"	Dampont				France	95625	Val-d'Oise	Pontoise	Pontoise		322480	"Us (Val-d'Oise, Pontoise, Pontoise)"			"POINT(1.9722943 49.1098475)"			"Seine-et-Oise, con Marines, cne Us"	2971316			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e199813	
81930	"Deniécourt (Somme, Péronne, Ham)"	Deniécourt				France	80288	Somme	Péronne	Ham		322488	"Estrées-Deniécourt (Somme, Péronne, Ham)"			"POINT(2.8188263 49.8619461)"			"Somme, con Chaulnes, cne Estrées-Deniécourt"	3019504			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200490	
81944	"Dicy (Yonne, Auxerre, Charny)"	Dicy	Diciacum|Dissi			France	89138	Yonne	Auxerre	Charny		322221	"Charny-Orée-de-Puisaye (Yonne, Auxerre)"						"Yonne, con Charny"	3021438			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200944|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201258	
81945	"Diest (Leuven)"	Diest				Belgium	24020		Leuven						"Brabant flamand"	"POINT(5.0504341 50.9844318)"			"Belgique, prov. Brabant"	2799397			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201030	
