"Place H-ID"	"Place Record Title"	"Place name"	"Additional (equivalent) names"	"Name chosen"	"Place type"	Country	"Code insee"	Department	Arrondissement	Canton	Town	"Municipality (record pointer) (Place) H-ID"	"Municipality (record pointer) (Place) Record Title"	County	Province	"Location (mappable)"	"Locational certainty"	"Index Reference"	Note	"GeoNames ID"	"DicoTopo ID"	"WikiData ID"	indexReference	IndexFontenay
324343	"Poiseul-la-Grange (Côte-d'Or, Is-sur-Tille)"	Poiseul-la-Grange						Côte-d'Or		Is-sur-Tille										2986521	P55429586			d6e14912|d6e15019
324344	"Pouillenay (Côte-d'Or, Montbard)"	Pouillenay						Côte-d'Or		Montbard										2985853	P97249771			d6e14914
324345	"Pommard (Côte-d'Or, Ladoix-Serrigny)"	Pommard						Côte-d'Or		Ladoix-Serrigny										2986428	P83436515			d6e14927
324346	"Puce (La) (Côte-d'Or, Châtillon-sur-Seine)"	"Puce (La)"						Côte-d'Or		Châtillon-sur-Seine										3007117	P65484935			d6e14966
324347	"Pothières (Côte-d'Or, Châtillon-sur-Seine)"	Pothières						Côte-d'Or		Châtillon-sur-Seine										2985904	P15928657			d6e14983
324348	"Puits (Côte-d'Or, Châtillon-sur-Seine)"	Puits						Côte-d'Or		Châtillon-sur-Seine										2985093	P64183744			d6e14991
324349	"Quincy-le-Vicomte (Côte-d'Or, Montbard)"	Quincy-le-Vicomte						Côte-d'Or		Montbard										2984680	P11638798			d6e15073
324350	"Ravières (Yonne, Tonnerrois)"	Ravières						Yonne		Tonnerrois										2984339	P50311003			d6e15100
324352	"Recey-sur-Ource (Côte-d'Or, Châtillon-sur-Seine)"	Recey-sur-Ource						Côte-d'Or		Châtillon-sur-Seine										2984257	P57986820			d6e15132
324353	"La Roche-Vanneau (Côte-d'Or, Montbard)"	"La Roche-Vanneau"						Côte-d'Or		Montbard										3006752	P72166813			d6e15169
324354	"Romanet (Côte-d'Or, Semur-en-Auxois)"	Romanet						Côte-d'Or		Semur-en-Auxois	Saint-Germain-de-Modéon	324894	"Saint-Germain-de-Modéon (Côte-d'Or, Semur-en-Auxois)"			"POINT(4.1367763 47.360935)"				2983017	P99112888			d6e15230
324355	"Rougemont (Côte-d'Or, Montbard)"	Rougemont						Côte-d'Or		Montbard										2982592	P21713179			d6e15238
324356	"Seigny (Côte-d'Or, Montbard)"	Seigny						Côte-d'Or		Montbard										2975271	P53357125			d6e15303
324357	"Salives (Côte-d'Or, Is-sur-Tille)"	Salives						Côte-d'Or		Is-sur-Tille										2976408	P24315762			d6e15470
324358	"Salmaise (Côte-d'Or, Montbard)"	Salmaise	Sarmasia					Côte-d'Or		Montbard										2976353	P14289019			d6e15477|d6e15644|d6e17666
324359	"Sainte-Colombe-en-Auxois (Côte-d'Or, Semur-en-Auxois)"	Sainte-Colombe-en-Auxois						Côte-d'Or		Semur-en-Auxois										2980687	P39385963			d6e15495
324360	"Saint-Rémy (Côte-d'Or, Montbard)"	Saint-Rémy						Côte-d'Or		Montbard										2977228	P90388480			d6e15550
324361	"Saint-Beury (Côte-d'Or, Semur-en-Auxois)"	Saint-Beury						Côte-d'Or		Semur-en-Auxois										11962362	P05134674			d6e15558
324362	"Aisy-sous-Thil (Côte-d'Or, Semur-en-Auxois)"	Aisy-sous-Thil						Côte-d'Or		Semur-en-Auxois										3038371	P39497960			d6e11163
324363	"Saint-Léger-de-Fourches (Côte-d'Or, Semur-en-Auxois)"	Saint-Léger-de-Fourches						Côte-d'Or		Semur-en-Auxois										11962363	P45238235			d6e15569
324364	"Cernois (Côte-d'Or, Semur-en-Auxois)"	Cernois						Côte-d'Or		Semur-en-Auxois										3027844	P53036921			d6e15650
324365	"salvisiaco (Côte-d'Or, Châtillon-sur-Seine)"	salvisiaco						Côte-d'Or		Châtillon-sur-Seine										2975515	P33806825			d6e17593
324366	"Saulieu (Côte-d'Or, Semur-en-Auxois)"	Saulieu						Côte-d'Or		Semur-en-Auxois										2975819	P77466134			d6e17680|d6e15671
324367	"Cestres (Côte-d'Or, Montbard)"	Cestres						Côte-d'Or		Montbard										3027761	P45009756			d6e15688
324368	"Semur-en-Auxois (Côte-d'Or, Semur-en-Auxois)"	Semur-en-Auxois						Côte-d'Or		Semur-en-Auxois										2975143	P93096892			d6e15694
324369	"Sombernon (Côte-d'Or, Talant)"	Sombernon						Côte-d'Or		Talant										6453793	P40350147			d6e15753
324370	"Touillon (Côte-d'Or, Montbard)"	Touillon						Côte-d'Or		Montbard										2972353	P15139025			d6e15817
324371	"Turcey (Côte-d'Or, Fontaine-lès-Dijon)"	Turcey						Côte-d'Or		Fontaine-lès-Dijon										2971470	P12591210			d6e16056
324372	"Oigny (Côte-d'Or, Châtillon-sur-Seine)"	Oigny						Côte-d'Or		Châtillon-sur-Seine										2989679	P28681609			d6e16118
324373	"Asnières-en-Montagne (Côte-d'Or, Montbard)"	Asnières-en-Montagne						Côte-d'Or		Montbard										3036569	P87822422			d6e11165
324374	"Venarey-les-Laumes,Venarey (Côte-d'Or, Montbard)"	Venarey-les-Laumes|Venarey						Côte-d'Or		Montbard										2970154	P54829651			d6e16160|d6e16227
324375	"Verdonnet (Côte-d'Or, Montbard)"	Verdonnet						Côte-d'Or		Montbard										2969967	P34163510			d6e16200
324376	"Vieux-Château (Côte-d'Or, Semur-en-Auxois)"	Vieux-Château						Côte-d'Or		Semur-en-Auxois										2969218	P28898053			d6e16236
324377	"Villedieu (Côte-d'Or, Châtillon-sur-Seine)"	Villedieu						Côte-d'Or		Châtillon-sur-Seine										6453795	P48804275			d6e16254
324378	"Villeberny (Côte-d'Or, Semur-en-Auxois)"	Villeberny						Côte-d'Or		Semur-en-Auxois										2968871	P77178800			
324379	"Viserny (Côte-d'Or, Montbard)"	Viserny						Côte-d'Or		Montbard										2967908	P06920311			d6e16307
324380	"Villon (Yonne, Tonnerrois)"	Villon						Yonne		Tonnerrois										2968124	P21000946			d6e16319
324381	"Villenotte (Côte-d'Or, Semur-en-Auxois)"	Villenotte						Côte-d'Or		Semur-en-Auxois										2968506	P17401684			d6e16323
324382	"Cozanne (La) (Côte-d'Or, Saône-et-Loire)"	"Cozanne (La)"						"Côte-d'Or, Saône-et-Loire"												11962497	P87128010			d6e16376
324383	"Brémur-et-Vaurois (Côte-d'Or, Châtillon-sur-Seine)"	Brémur-et-Vaurois						Côte-d'Or		Châtillon-sur-Seine										3030366	P49205729			d6e16453
324384	"Étalante,Étalente (Côte-d'Or, Châtillon-sur-Seine)"	Étalante|Étalente						Côte-d'Or		Châtillon-sur-Seine										3019467	P38292032			d6e11192|d6e12553
324385	"Épineuse (Côte-d'Or, Montbard)"	Épineuse						Côte-d'Or		Montbard										11962514	P22640497			d6e16524
324386	"Toutry (Côte-d'Or, Semur-en-Auxois)"	Toutry						Côte-d'Or		Semur-en-Auxois										2972133	P90712244			d6e16687
324387	"Frénois (Côte-d'Or, Is-sur-Tille)"	Frénois						Côte-d'Or		Is-sur-Tille										3017212	P24170943			d6e16999
324388	"Mâlain (Côte-d'Or, Talant)"	Mâlain						Côte-d'Or		Talant										2996519	P65403750			d6e17258
324389	"Menesble (Côte-d'Or, Châtillon-sur-Seine)"	Menesble						Côte-d'Or		Châtillon-sur-Seine										2994599	P24697605			d6e17262
324390	"Montmoyen (Côte-d'Or, Châtillon-sur-Seine)"	Montmoyen						Côte-d'Or		Châtillon-sur-Seine										2992215	P69578134			d6e17314
324391	"Leuglay (Côte-d'Or, Châtillon-sur-Seine)"	Leuglay						Côte-d'Or		Châtillon-sur-Seine										2999036	P77004765			d6e17398
324392	"Ouges (Côte-d'Or, Longvic)"	Ouges						Côte-d'Or		Longvic										2989036	P70644885			d6e17404
324393	"Le-Petit-Jailly (Côte-d'Or, Montbard)"	Le-Petit-Jailly						Côte-d'Or		Montbard										3002904	P62944116			d6e17411
324394	"Vau (Le) (Côte-d'Or, Montbard)"	"Vau (Le)"						Côte-d'Or		Montbard										2988877	P07362687			d6e17513
324395	"Avallon (Yonne, Avallon)"	Avallon						Yonne		Avallon										3035768	P28751097			d6e11238
324396	"Flacière (La) (Côte-d'Or, Fontaine-lès-Dijon)"	"Flacière (La)"						Côte-d'Or		Fontaine-lès-Dijon										11962603	P30849673			d6e17515
324397	"Saint-Apollinaire (Côte-d'Or, Saint-Apollinaire)"	Saint-Apollinaire						Côte-d'Or		Saint-Apollinaire										2981655	P78246269			d6e17609
324398	"Saint-Andeux (Côte-d'Or, Semur-en-Auxois)"	Saint-Andeux						Côte-d'Or		Semur-en-Auxois										2981792	P56335921			d6e17628
324399	"Balot (Côte-d'Or, Châtillon-sur-Seine)"	Balot						Côte-d'Or		Châtillon-sur-Seine										3035188	P37424590			d6e11242
324400	"Baigneux-les-Juifs (Côte-d'Or, Châtillon-sur-Seine)"	Baigneux-les-Juifs						Côte-d'Or		Châtillon-sur-Seine										3035375	P86103604			d6e11247
324401	"Bellenod-sur-Seine (Côte-d'Or, Montbard)"	Bellenod-sur-Seine						Côte-d'Or		Montbard										3033671	P35743803			d6e11251
324402	"Aisey-sur-Seine (Côte-d'Or, Châtillon-sur-Seine)"	Aisey-sur-Seine						Côte-d'Or		Châtillon-sur-Seine									"Il est malaisé de définir le toponyme qui n'intervient que dans l'anthroponyme Haimo de Aise. Plusieurs toponymes proches se trouvent dans la région concernée par la transaction et désignée par les autres témoins. Cette identification nous semble favorisée par l'ancienneté des formes vernaculaires attestées pour Aisey-sur-Seine face aux autres toponymes avec lesquels Aise pourrait être identifié.|Il est malaisé de définir le toponyme qui n'intervient que dans l'anthroponyme Haimo de Aise. Plusieurs toponymes proches se trouvent dans la région concernée par la transaction et désignée par les autres témoins. Cette identification nous semble favorisée par l'ancienneté des formes vernaculaires attestées pour Aisey-sur-Seine face aux autres toponymes avec lesquels Aise pourrait être identifié."	3038379	P60440617			d6e10983
324403	"Bar-sur-Seine (Aube, Bar-sur-Seine)"	Bar-sur-Seine						Aube		Bar-sur-Seine										3034800	P03699325			d6e11255
324404	"Bessey-lez-Cîteaux (Côte-d'Or, Genlis)"	Bessey-lez-Cîteaux						Côte-d'Or		Genlis										3033059	P52750764			d6e11276
324405	"Belan-sur-Ource (Côte-d'Or, Châtillon-sur-Seine)"	Belan-sur-Ource						Côte-d'Or		Châtillon-sur-Seine										3033818	P11205559			d6e11286
324406	"Beaune (Côte-d'Or)"	Beaune						Côte-d'Or												3034126	P45875816			d6e11291
324407	"Beneuvre (Côte-d'Or, Châtillon-sur-Seine)"	Beneuvre						Côte-d'Or		Châtillon-sur-Seine										3033492	P37444029			d6e11303
324408	"Benoisey (Côte-d'Or, Montbard)"	Benoisey						Côte-d'Or		Montbard										3033467	P81681581			d6e11305
324409	"Bergerosse (Côte-d'Or, Châtillon-sur-Seine)"	Bergerosse						Côte-d'Or		Châtillon-sur-Seine										3033385	P71703505			d6e11307
324410	"Bernon (Aube, Chaource)"	Bernon						Aube		Chaource									"Identifié avec Bernon dans l'Aube car les autres témoins viennent de Vendopera, vraisemblablement Vendeuvre-sur-Barse et de Pruvinio, Provins"	6446928	P30064730			d6e11330
324411	"Billy-lès-Chanceaux (Côte-d'Or, Châtillon-sur-Seine)"	Billy-lès-Chanceaux						Côte-d'Or		Châtillon-sur-Seine										3032619	P01586954			d6e11332
324412	"Bierry-les-Belles-Fontaines (Yonne, Chablis)"	Bierry-les-Belles-Fontaines						Yonne		Chablis										3032717	P63548301			d6e11334
324413	"Albon (Drôme, Saint-Vallier)"	Albon						Drôme		Saint-Vallier										3038241				d6e10987
324414	"Bissey-la-Pierre (Côte-d'Or, Châtillon-sur-Seine)"	Bissey-la-Pierre						Côte-d'Or		Châtillon-sur-Seine										3032530	P18788966			d6e11339
324415	"Blaisy (Côte-d'Or, Montbard)"	Blaisy						Côte-d'Or		Montbard										3032439	P62802299			d6e11343
324416	"Blangey (Côte-d'Or, Arnay-le-Duc)"	Blangey						Côte-d'Or		Arnay-le-Duc										11962252	P90617075			d6e11345
324417	"Brenne (La) (Côte-d'Or)"	"Brenne (La)"						Côte-d'Or												3030349	P66756390			d6e11378
324418	"Bretonnière (La) (Côte-d'Or, Montbard)"	"Bretonnière (La)"						Côte-d'Or		Montbard										11962253	P44202806			d6e11418
324419	"Buffon (Côte-d'Or, Montbard)"	Buffon						Côte-d'Or		Montbard										3029642	P41548292			d6e11424
324420	"Buncey (Côte-d'Or, Châtillon-sur-Seine)"	Buncey						Côte-d'Or		Châtillon-sur-Seine										3029559	P59794113			d6e11431
324421	"Bussy-le-Grand (Côte-d'Or, Montbard)"	Bussy-le-Grand						Côte-d'Or		Montbard										3029398	P69455145			d6e11521
324422	"Chaume-lès-Baigneux (Côte-d'Or, Montband)"	Chaume-lès-Baigneux						Côte-d'Or		Montband										3025918	P35776557			d6e11598
324423	"Chamesson (Côte-d'Or, Châtillon-sur-Seine)"	Chamesson						Côte-d'Or		Châtillon-sur-Seine										3027312	P15578244			d6e11600
324424	"Alise-Sainte-Reine (Côte-d'Or, Montbard)"	Alise-Sainte-Reine						Côte-d'Or		Montbard										3038193	P85591504			d6e10989
324425	"Chanceaux (Côte-d'Or, Is-sur-Tille)"	Chanceaux						Côte-d'Or		Is-sur-Tille										3026973	P45486779			d6e11608
324426	"Châtillon-sur-Seine (Côte-d'Or, Châtillon-sur-Seine)"	Châtillon-sur-Seine						Côte-d'Or		Châtillon-sur-Seine										3026046	P47293598			d6e11638
324427	"Châteauneuf (Côte-d'Or, Arnay-le-Duc)"	Châteauneuf						Côte-d'Or		Arnay-le-Duc										3026249	P62588083			d6e11692
324428	"Cessey (Côte-d'Or, Châtillon-sur-Seine)"	Cessey						Côte-d'Or		Châtillon-sur-Seine										3027775	P07190262			d6e11696
324429	"Cérilly (Côte-d'Or, Châtillon-sur-Seine)"	Cérilly						Côte-d'Or		Châtillon-sur-Seine										3027879	P70116624			d6e11698
324430	"Champ-d'Oiseau (Côte-d'Or, Montbard)"	Champ-d'Oiseau						Côte-d'Or		Montbard										3027191	P23071107			d6e11751
324431	"Chaumont-le-Bois (Côte-d'Or, Châtillon-sur-Seine)"	Chaumont-le-Bois						Côte-d'Or		Châtillon-sur-Seine										3025879	P03027291			d6e11765
324432	"Conforgien (Côte-d'Or, Arnay-le-Duc)"	Conforgien						Côte-d'Or		Arnay-le-Duc										11962307	P17959918			d6e11780
324433	"Coulmier-le-Sec (Côte-d'Or, Châtillon-sur-Seine)"	Coulmier-le-Sec						Côte-d'Or		Châtillon-sur-Seine										3023258	P45681667			d6e11784
324434	"Charrey-sur-Seine (Côte-d'Or, Châtillon-sur-Seine)"	Charrey-sur-Seine						Côte-d'Or		Châtillon-sur-Seine										3026487	P90659204			d6e11863
324435	"Auxerre (Yonne, Auxerre)"	Auxerre						Yonne		Auxerre										3035843	P45950049			d6e11038|d6e11211
324436	"Crépy (Côte-d'Or, Semur-en-Auxois)"	Crépy						Côte-d'Or		Semur-en-Auxois										11962308	P83802762			d6e11878
324437	"Quemigny-sur-Seine (Côte-d'Or, Châtillon-sur-Seine)"	Quemigny-sur-Seine						Côte-d'Or		Châtillon-sur-Seine										2984831	P16206698			d6e11914
324438	"Courtangy (Côte-d'Or, Montbard)"	Courtangy						Côte-d'Or		Montbard										11962309	P49332692			d6e12041
324439	"Darcey (Côte-d'Or, Montbard)"	Darcey						Côte-d'Or		Montbard										3021739	P14412221			d6e12108
324440	"Dampierre-en-Montagne (Côte-d'Or, Semur-en-Auxois)"	Dampierre-en-Montagne						Côte-d'Or		Semur-en-Auxois										3021825	P71308806			d6e12148
324441	"Drée (Côte-d'Or, Talant)"	Drée						Côte-d'Or		Talant										3020830	P42773191			d6e12152
324442	"Duesme (Côte-d'Or, Châtillon-sur-Seine)"	Duesme						Côte-d'Or		Châtillon-sur-Seine										3020715	P35433773			d6e12156
324443	"Épiry (Nièvre, Corbigny)"	Épiry						Nièvre		Corbigny										3019995				d6e12470
324444	"Échalot (Côte-d'Or, Châtillon-sur-Seine)"	Échalot						Côte-d'Or		Châtillon-sur-Seine										3020545	P55666134			d6e12478
324445	"Echannay (Côte-d'Or, Talant)"	Echannay						Côte-d'Or		Talant										3020539	P15932473			d6e15667|d6e12518
324446	"Ampilly-les-Bordes (Côte-d'Or, Châtillon-sur-Seine)"	Ampilly-les-Bordes						Côte-d'Or		Châtillon-sur-Seine										3037822	P56424901			d6e11044
324447	"Époisses (Côte-d'Or, Semur-en-Auxois)"	Époisses						Côte-d'Or		Semur-en-Auxois										3019987	P27109826			d6e12522
324448	"Étais (Côte-d'Or, Montbard)"	Étais						Côte-d'Or		Montbard										3019470	P42997239			d6e12570
324449	"Étormay (Côte-d'Or, Châtillon-sur-Seine)"	Étormay						Côte-d'Or		Châtillon-sur-Seine										3019389	P72335418			d6e12610
324450	"Fain-lès-Montbard (Côte-d'Or, Montbard)"	Fain-lès-Montbard	Fanco					Côte-d'Or		Montbard										3019130	P11591612			d6e12702|d6e12694
324451	"Flacey (Côte-d'Or, Montbard)"	Flacey						Côte-d'Or		Montbard										11962322	P29151159			d6e12832
324452	"Fontaines-en-Duesmois (Côte-d'Or, Châtillon-sur-Seine)"	Fontaines-en-Duesmois						Côte-d'Or		Châtillon-sur-Seine										3018005	P86714978			d6e12953
324453	"Fontenay (Côte-d'Or, Montbard)"	Fontenay						Côte-d'Or		Montbard										7874015	P01943586			d6e13068
324454	"Fontette (Côte-d'Or, Semur-en-Auxois)"	Fontette						Côte-d'Or		Semur-en-Auxois										3017854	P21628757			d6e13122
324455	"Fresnes (Côte-d'Or, Montbard)"	Fresnes						Côte-d'Or		Montbard										3017180	P71997590			d6e13143
324456	"Gissey-sous-Flavigny (Côte-d'Or, Montbard)"	Gissey-sous-Flavigny						Côte-d'Or		Montbard										3015922	P24253741			d6e13306
324457	"Arbois (Côte-d'Or, Châtillon-sur-Seine)"	Arbois	Darbois			France		Côte-d'Or		Châtillon-sur-Seine		324420	"Buncey (Côte-d'Or, Châtillon-sur-Seine)"							3021742	P12884816			d6e11073
324458	"Granges (Les) (Côte-d'Or, Montbard)"	"Granges (Les)"						Côte-d'Or		Montbard										3000773	P40418093			d6e13331
324459	"Grignon (Côte-d'Or, Montbard)"	Grignon						Côte-d'Or		Montbard										3014654	P40075867			d6e13344
324460	"Grésigny-Sainte-Reine (Côte-d'Or, Montbard)"	Grésigny-Sainte-Reine						Côte-d'Or		Montbard										3014712	P05428845			d6e13352
324461	Espagne	Espagne				Espagne														2510769				d6e13597
324462	"Jeux-lès-Bard (Côte-d'Or, Semur-en-Auxois)"	Jeux-lès-Bard						Côte-d'Or		Semur-en-Auxois										3012338	P49198936			d6e13649
324463	"Jours-lès-Baigneux (Côte-d'Or, Châtillon-sur-Seine)"	Jours-lès-Baigneux						Côte-d'Or		Châtillon-sur-Seine										3012190				d6e13651
324464	"Juilly (Côte-d'Or, Semur-en-Auxois)"	Juilly						Côte-d'Or		Semur-en-Auxois										3012100	P69104569			d6e13680
324465	"Genay (Côte-d'Or, Semur-en-Auxois)"	Genay						Côte-d'Or		Semur-en-Auxois										3016384	P96005784			d6e13683
324466	"Laignes (Côte-d'Or, Châtillon-sur-Seine)"	Laignes						Côte-d'Or		Châtillon-sur-Seine										3008682	P98711529			d6e13712
324467	"Lantilly (Côte-d'Or, Semur-en-Auxois)"	Lantilly						Côte-d'Or		Semur-en-Auxois										3007510	P42873550			d6e13804
324468	"Argenteuil-sur-Armançon (Yonne, Tonnerrois)"	Argenteuil-sur-Armançon					89017	Yonne		Tonnerrois						"POINT(4.1079789 47.7576545)"				3037043	P69068700			d6e11079
324469	"Léry (Côte-d'Or, Is-sur-Tille)"	Léry						Côte-d'Or		Is-sur-Tille										6428694	P14627055			d6e13927
324470	"Lucenay-le-Duc (Côte-d'Or, Montbard)"	Lucenay-le-Duc						Côte-d'Or		Montbard										2997239	P00659063			d6e13950
324471	"Lugny (Côte-d'Or, Châtillon-sur-Seine)"	Lugny						Côte-d'Or		Châtillon-sur-Seine										11962337	P87241554			d6e14076
324472	"Magny-la-Ville (Côte-d'Or, Semur-en-Auxois)"	Magny-la-Ville						Côte-d'Or		Semur-en-Auxois										2996758	P33192806			d6e14082
324473	"Mailly-le-Château (Yonne, Joux-la-Ville)"	Mailly-le-Château						Yonne		Joux-la-Ville										2996686	P89003049			d6e14099
324474	"Magny-Lambert (Côte-d'Or, Châtillon-sur-Seine)"	Magny-Lambert						Côte-d'Or		Châtillon-sur-Seine										2996759	P79774299			d6e14103
324475	"Marmagne (Côte-d'Or, Montbard)"	Marmagne						Côte-d'Or		Montbard										2995646	P19977927			d6e14111
324476	"Marmesse (Haute-Marne, Châteauvillain)"	Marmesse						Haute-Marne		Châteauvillain										2995632	P56198804			d6e14304
324477	"Marolles-sous-Lignières (Aube, Aix-en-Othe)"	Marolles-sous-Lignières						Aube		Aix-en-Othe										2995566	P05792965			d6e14308
324478	"Marigny-le-Cahouët (Côte-d'Or, Montbard)"	Marigny-le-Cahouët						Côte-d'Or		Montbard										2995727	P96958286			d6e14316
324479	"Éringes (Côte-d'Or, Montbard)"	Éringes						Côte-d'Or		Montbard										3019916	P34116293			d6e11098
324480	"Mauvilly (Côte-d'Or, Châtillon-sur-Seine)"	Mauvilly						Côte-d'Or		Châtillon-sur-Seine										2994971	P42681414			d6e14333
324481	"Meulson (Côte-d'Or, Châtillon-sur-Seine)"	Meulson						Côte-d'Or		Châtillon-sur-Seine										2994132	P28528809			d6e14337
324482	"Marcenay (Côte-d'Or, Châtillon-sur-Seine)"	Marcenay						Côte-d'Or		Châtillon-sur-Seine										2996043	P79461924			d6e14360
324483	"Molesme (Côte-d'Or, Châtillon-sur-Seine)"	Molesme						Côte-d'Or		Châtillon-sur-Seine										2993535	P47616839			d6e14366
324484	"Montigny,Montfort (Côte-d'Or, Montbard)"	Montigny|Montfort						Côte-d'Or		Montbard										2992398	P18857133|P07430010			d6e14529|d6e14404
324485	"Montlay-en-Auxois (Côte-d'Or, Semur-en-Auxois)"	Montlay-en-Auxois						Côte-d'Or		Semur-en-Auxois										2992322	P55347303			d6e14406
324486	"Montmilien (Côte-d'Or, Semur-en-Auxois)"	Montmilien						Côte-d'Or		Semur-en-Auxois										2992244	P23493525			d6e14408
324487	"Montbard (Côte-d'Or, Montbard)"	Montbard						Côte-d'Or		Montbard										2992953	P36559721			d6e14410
324488	"Émorots (Côte-d'Or, Châtillon-sur-Seine)"	Émorots						Côte-d'Or		Châtillon-sur-Seine										3020234	P61593768			d6e14649
324489	"Morville (Côte-d'Or, Montbard)"	Morville						Côte-d'Or		Montbard										2991648	P64463005			d6e14657
324491	"Haute-Amance (Haute-Marne, Langres, Chalindrey)"	Haute-Amance			Administrative.City	France		Haute-Marne	Langres	Chalindrey						"POINT(5.52646064 47.84918735)"	"1. High confidence"							
324493	"Mareuil-sur-Arnon (Cher, Bourges, Chârost)"	Mareuil-sur-Arnon			Administrative.City	France		Cher	Bourges	Chârost						"POINT(2.1592879 46.88157)"	"1. High confidence"							
324498	"Bouilland (Côte d'Or,Côte-d'Or, Beaune, Ladoix-Serrigny)"	Bouilland			Administrative.City	France		"Côte d'Or|Côte-d'Or"	Beaune	Ladoix-Serrigny						"POINT(4.7762111 47.1330404)"	"1. High confidence"							
324503	"Presle (Ruisseau de)"	"Presle (Ruisseau de)"														"POINT(4.4384663 47.6093837)"	"1. High confidence"				P34171401			d6e17515
324507	"Auberive (Haute-Marne, Villegusien-le-Lac)"	Auberive						Haute-Marne		Villegusien-le-Lac														
324508	"Saint-Seine-l'Abbaye (Côte-d'Or, Fontaine-lès-Dijon)"	Saint-Seine-l'Abbaye						Côte-d'Or		Fontaine-lès-Dijon														
324509	"Saint-Malo-en-Donziois (Nièvre, Pouilly-sur-Loire)"	Saint-Malo-en-Donziois						Nièvre		Pouilly-sur-Loire														
324510	"Nogent-lez-Montbard (Côte-d'Or, Montbard)"	Nogent-lez-Montbard						Côte-d'Or		Montbard														
324511	"Moutiers-Saint-Jean (Côte-d'Or, Montbard)"	Moutiers-Saint-Jean						Côte-d'Or		Montbard														
324512	"Celles-sur-Ource (Aube, Bar-sur-Seine)"	Celles-sur-Ource						Aube		Bar-sur-Seine														
324513	"Saint-Pierre-de-Curtille (Savoie, Bugey savoyard)"	Saint-Pierre-de-Curtille						Savoie		"Bugey savoyard"														
324514	"La Bénissons-Dieu (Loire, Charlieu)"	"La Bénissons-Dieu"						Loire		Charlieu														
324515	"Saint-Ambreuil (Sâone-et-Loire, Tournus)"	Saint-Ambreuil						Sâone-et-Loire		Tournus														
324516	"Jully (Yonne, Tonnerrois)"	Jully						Yonne		Tonnerrois														
324517	"Parnoy-en-Bassigny (Haute-Marne, Bourbonne-les-Bains)"	Parnoy-en-Bassigny						Haute-Marne		Bourbonne-les-Bains														
324518	"Pontigny (Yonne, Auxerre, Chablis)"	Pontigny				France	89307	Yonne	Auxerre	Chablis						"POINT(3.7113825 47.9102153)"				2986168				
324519	"Tanlay (Yonne, Tonnerrois)"	Tanlay						Yonne		Tonnerrois														
324520	"Diou (Allier, Dompierre-sur-Besbre)"	Diou				France	03100	Allier		Dompierre-sur-Besbre						"POINT(3.74664 46.5334)"				3021333				
324707	"Étaule (Yonne, Avallon)"	Étaule	stabulae		Administrative.City	France		Yonne		Avallon						"POINT(3.91833931 47.52067862)"	"1. High confidence"				P68412111			d6e15761|d6e17724
324894	"Saint-Germain-de-Modéon (Côte-d'Or, Semur-en-Auxois)"	Saint-Germain-de-Modéon			Administrative.City	France		Côte-d'Or		Semur-en-Auxois						"POINT(4.1415351 47.3796955)"	"1. High confidence"							
324895	"Rouvray (Côte-d'Or, Précy-sous-Thil)"	Rouvray						Côte-d'Or		Précy-sous-Thil									"Identification fondée sur la localisation des autres acteurs de l'acte"		P89517151			d6e17551
324896	"Argilly (Yonne, Tonnerrois)"	Argilly						Yonne		Tonnerrois											P62827792			d6e11094
324897	"Montfay (Côte-d'Or, Châtillon-sur-Seine)"	Montfay						Côte-d'Or		Châtillon-sur-Seine	Courban										P49207609			d6e17312
324898	"Meurgers (Les) (Côte-d'Or, Is-sur-Tille)"	"Meurgers (Les)"						Côte-d'Or		Is-sur-Tille	Léry										P49167484			d6e14684
324899	"Lamponne (Côte-d'Or, Chevigny-Saint-Sauveur)"	Lamponne						Côte-d'Or		Chevigny-Saint-Sauveur	Magny-sur-Tille										P46671590			d6e17438
324900	"Visinnium (Côte-d'Or, Genlis)"	Visinnium						Côte-d'Or		Genlis											P45275969			d6e17193
324901	"Solir (Côte-d'Or, Châtillon-sur-Seine)"	Solir						Côte-d'Or		Châtillon-sur-Seine	Étormay										P44342021			d6e15750
324902	"Chemin-Romain,chiminum romanum (Côte-d'Or, Châtillon-sur-Seine)"	"Chemin-Romain|chiminum romanum"						Côte-d'Or		Châtillon-sur-Seine											P38544884			d6e16629
324903	"Porroy (Le) (Côte-d'Or, Semur-en-Auxois)"	"Porroy (Le)"						Côte-d'Or		Semur-en-Auxois	Lacour-d'Arcenay										P36962215			d6e14950
324904	"Pontaubert (Yonne, Avallon)"	Pontaubert						Yonne		Avallon											P28375473			d6e14937
324905	"Chacey (Côte-d'Or, Montbard)"	Chacey						Côte-d'Or		Montbard	Frôlois										P24026902			d6e11702
324906	"Cirey (Côte-d'Or, Montbard)"	Cirey						Côte-d'Or		Montbard	Flavigny										P89321971			d6e17434
324907	"Saint-Hilaire (Côte-d'Or, Montbard)"	Saint-Hilaire						Côte-d'Or		Montbard											P23753655			d6e17856
324908	"Sensuères (Côte-d'Or, Châtillon-sur-Seine)"	Sensuères						Côte-d'Or		Châtillon-sur-Seine	Laignes										P21920352			d6e17659
324909	"Bigorne (Côte-d'Or, Montbard)"	Bigorne						Côte-d'Or		Montbard	Montigny-Montfort										P12970757			d6e16424
