"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	"link with organisation (Record relationship) H-ID"	"Relationship type"	"link with organisation (Record relationship) Record Title"	"link with organisation H-ID"	"Organisation Record Title"	"link with organisation Record Title"	"link with person (Record relationship) H-ID"	"Relationship type"	"link with person (Record relationship) Record Title"	"link with person H-ID"	"link with person Record Title"	"link_to_place (Record relationship) H-ID"	"Relationship type"	"link_to_place (Record relationship) Record Title"	"link_to_place H-ID"	"Place Record Title"	"link_to_place Record Title"	"link with subject (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with subject (Record relationship) Record Title"	"link with subject H-ID"	"Subject Record Title"	"link with subject Record Title"	"link with act (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with act (Record relationship) Record Title"	"link with act H-ID"	"link with act Record Title"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
81759	"Clergue (Raimond)"	"Clergue (Raimond)"				"dit aussi de Martiel, notaire de Villefranche-de-Rouergue, de Villeneuve-d'Aveyron et de toute la sénéchaussée de Rouergue"												326638|326639	"est notaire de|est notaire de"	"Clergue (Raimond) | est notaire de - > Villefranche-de-Rouergue (Aveyron)|Clergue (Raimond) | est notaire de - > Rouergue (Aveyron)"	102016|325455	"Villefranche-de-Rouergue (Aveyron)|Rouergue (Aveyron)"	"Villefranche-de-Rouergue (Aveyron)|Rouergue (Aveyron)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e189302						
81764	"Clersens (Jean)"	"Clersens (Jean)"				"clerc du roi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e189791						
81765	"Pierre Alègre"	"Pierre Alègre"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135534						
81767	Clovis	Clovis				"roi des Francs, ses armes"	331242	"est roi / reine de"	"Clovis | est roi / reine de - > France, royaume"	96988	"France, royaume"	"France, royaume"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e189975						
81769	"Cocatrix (Gentien"	"Cocatrix (Gentien"				"corr. Gencien)"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190137						
81770	"Cocatrix (Geoffroi"	"Cocatrix (Geoffroi"				"Gaufridus), bourgeois de Paris, familier du roi"												328831	"est bourgeois / bourgeoise / habitant / habitante de"	"Cocatrix (Geoffroi | est bourgeois / bourgeoise / habitant / habitante de - > Paris (Aude, Chalabre)"	99348	"Paris (Aude, Chalabre)"	"Paris (Aude, Chalabre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190152						
81771	"Cocatrix (Renier)"	"Cocatrix (Renier)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190335						
81773	"Cochet (Jean)"	"Cochet (Jean)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190398						
81775	"Coeuret (Robert)"	"Coeuret (Robert)"					323595	"est sergent de"	"Coeuret (Robert) | est sergent de - > Gravenchon, sergenterie du plaid de l'épée de la châtellenie"	97293	"Gravenchon, sergenterie du plaid de l'épée de la châtellenie"	"Gravenchon, sergenterie du plaid de l'épée de la châtellenie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190484						
81776	"Salomon Alègre"	"Salomon Alègre"				"juif de Toulouse"												326253|329046	"est juif / juive de|est juif / juive de"	"Salomon Alègre | est juif / juive de - > Toulouse (Haute-Garonne)|Salomon Alègre | est juif / juive de - > Toulouse (Haute-Garonne)"	101464|101464	"Toulouse (Haute-Garonne)|Toulouse (Haute-Garonne)"	"Toulouse (Haute-Garonne)|Toulouse (Haute-Garonne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135549						
81777	"Coffin (Jean)"	"Coffin (Jean)"				"le jeune"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190520						
81778	"Coffini (Johannes)"	"Coffini (Johannes)"				"de Andeliaco, junior"												328614	"a pour surnom"	"Coffini (Johannes) | a pour surnom - > Andelys (Les) (Eure)"	95424	"Andelys (Les) (Eure)"	"Andelys (Les) (Eure)"																				"Jean Coffin le jeune, des Andelys"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190532						
81780	"Cointet (Gui)"	"Cointet (Gui)"				"de Livry, clerc du roi"	321964	"est chanoine de"	"Cointet (Gui) | est chanoine de - > Clermont, église cathédrale, chapitre"	96038	"Clermont, église cathédrale, chapitre"	"Clermont, église cathédrale, chapitre"						328925	"a pour surnom"	"Cointet (Gui) | a pour surnom - > Livry (Nièvre, Saint-Pierre-le-Moûtier)"	97916	"Livry (Nièvre, Saint-Pierre-le-Moûtier)"	"Livry (Nièvre, Saint-Pierre-le-Moûtier)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190669						
81781	"Coiquet (Philippe)"	"Coiquet (Philippe)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e190993						
81782	"Colard de Bellême"	"Colard de Bellême"				"écuyer, valet du roi"												103325	"a pour surnom"	"Colard de Bellême | a pour surnom - > Bellême (Orne, Mortagne)"	101990	"Bellême (Orne, Mortagne)"	"Bellême (Orne, Mortagne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191052						
81783	"Colard de Denestanville"	"Colard de Denestanville"																102688	"a pour surnom"	"Colard de Denestanville | a pour surnom - > Denestanville (Seine-Maritime, Longueville-sur-Scie)"	96475	"Denestanville (Seine-Maritime, Longueville-sur-Scie)"	"Denestanville (Seine-Maritime, Longueville-sur-Scie)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191068						
81784	"Colard de Laon (Me)"	"Colard de Laon (Me)"																102827	"a pour surnom"	"Colard de Laon (Me) | a pour surnom - > Laon (Aisne)"	97692	"Laon (Aisne)"	"Laon (Aisne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191086						
81785	"Colard de Smors"	"Colard de Smors"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191112						
81786	"Colard de Somme-Vesle"	"Colard de Somme-Vesle"																103223	"a pour surnom"	"Colard de Somme-Vesle | a pour surnom - > Somme-Vesle (Marne, Marson)"	101303	"Somme-Vesle (Marne, Marson)"	"Somme-Vesle (Marne, Marson)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191127						
81787	"Guigues Aleman"	"Guigues Aleman"				"seigneur de Valbonnais, chevalier"	326197|330284	"est seigneur / dame de|est sire / seigneur / dame de"	"Guigues Aleman | est seigneur / dame de - > Valbonnais, seigneurie|Guigues Aleman | est sire / seigneur / dame de - > Valbonnais, seigneurie"	101709|101709	"Valbonnais, seigneurie|Valbonnais, seigneurie"	"Valbonnais, seigneurie|Valbonnais, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135568						
81788	"Colard de Tayri"	"Colard de Tayri"				damoiseau												104024	"a pour surnom"	"Colard de Tayri | a pour surnom - > Tayri (Oise)"	86652	"Tayri (Oise)"	"Tayri (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191142						
81790	"Colin de La Grange"	"Colin de La Grange"				écuyer												104695	"a pour surnom"	"Colin de La Grange | a pour surnom - > Grange (La) (Seine-et-Marne, Rozay-en-Brie)"	82739	"Grange (La) (Seine-et-Marne, Rozay-en-Brie)"	"Grange (La) (Seine-et-Marne, Rozay-en-Brie)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191202						
81791	"Colin de Lhuître"	"Colin de Lhuître"				"sergent à verge du Châtelet de Paris"	329961	"est sergent à verge de"	"Colin de Lhuître | est sergent à verge de - > Châtelet de Paris"	281959	"Châtelet de Paris"	"Châtelet de Paris"						105046	"a pour surnom"	"Colin de Lhuître | a pour surnom - > Lhuître (Aube, Ramerupt)"	84520	"Lhuître (Aube, Ramerupt)"	"Lhuître (Aube, Ramerupt)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191217						
81792	"Cologne (Mathieu)"	"Cologne (Mathieu)"				"sa veuve"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191387						
81793	"Colomb (Guilhem)"	"Colomb (Guilhem)"				"notaire public royal"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191418						
81794	"Colombel (Jean)"	"Colombel (Jean)"				"bourgeois de Rouen"												328727	"est bourgeois / bourgeoise / habitant / habitante de"	"Colombel (Jean) | est bourgeois / bourgeoise / habitant / habitante de - > Rouen (Seine-Maritime)"	100426	"Rouen (Seine-Maritime)"	"Rouen (Seine-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191433						
81796	"Colonna (Pietro)"	"Colonna (Pietro)"				"chevalier du roi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191507						
81797	"Columi (Raimond)"	"Columi (Raimond)"				"consul de Gignac"												323392|328900	"est consul de|est consul de"	"Columi (Raimond) | est consul de - > Gignac (Hérault, Lodève)|Columi (Raimond) | est consul de - > Gignac (Hérault, Lodève)"	323382|323382	"Gignac (Hérault, Lodève)|Gignac (Hérault, Lodève)"	"Gignac (Hérault, Lodève)|Gignac (Hérault, Lodève)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e191567						
81798	"Alexandre de Jouarre"	"Alexandre de Jouarre"				clerc												102814	"a pour surnom"	"Alexandre de Jouarre | a pour surnom - > Jouarre (Seine-et-Marne, La-Ferté-sous-Jouarre)"	97581	"Jouarre (Seine-et-Marne, La-Ferté-sous-Jouarre)"	"Jouarre (Seine-et-Marne, La-Ferté-sous-Jouarre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135954						
81806	"Comtor de Bouziès (dame)"	"Comtor de Bouziès (dame)"																104200	"a pour surnom"	"Comtor de Bouziès (dame) | a pour surnom - > Bouziès (Lot, Cahors, Causse et Vallées)"	87212	"Bouziès (Lot, Cahors, Causse et Vallées)"	"Bouziès (Lot, Cahors, Causse et Vallées)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e192568						
81809	"Alexandre de Tournus"	"Alexandre de Tournus"				"bourgeois de Mâcon"												103260|325400|328728	"a pour surnom|est bourgeois / bourgeoise / habitant / habitante de|est bourgeois / bourgeoise / habitant / habitante de"	"Alexandre de Tournus | a pour surnom - > Tournus (Saône-et-Loire, Mâcon)|Alexandre de Tournus | est bourgeois / habitant de - > Mâcon (Saône-et-Loire)|Alexandre de Tournus | est bourgeois / bourgeoise / habitant / habitante de - > Mâcon (Saône-et-Loire)"	101549|98093|98093	"Tournus (Saône-et-Loire, Mâcon)|Mâcon (Saône-et-Loire)|Mâcon (Saône-et-Loire)"	"Tournus (Saône-et-Loire, Mâcon)|Mâcon (Saône-et-Loire)|Mâcon (Saône-et-Loire)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135969						
81811	"Conrad de Crépy (Me)"	"Conrad de Crépy (Me)"				"chanoine de Beauvais, clerc du roi, député sur le fait des juifs dans la sénéchaussée de Beaucaire"	329597|331146	"est député sur le fait des juifs de|est chanoine de"	"Conrad de Crépy (Me) | est député sur le fait des juifs de - > Beaucaire, sénéchaussée|Conrad de Crépy (Me) | est chanoine de - > Beauvais, église cathédrale de Saint-Pierre, chapitre"	86041|101423	"Beaucaire, sénéchaussée|Beauvais, église cathédrale de Saint-Pierre, chapitre"	"Beaucaire, sénéchaussée|Beauvais, église cathédrale de Saint-Pierre, chapitre"						322401	"a pour surnom"	"Conrad de Crépy (Me) | a pour surnom - > Crépy (Oise, Senlis)"	322399	"Crépy (Oise, Senlis)"	"Crépy (Oise, Senlis)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193013						
81812	"Constance de Béarn"	"Constance de Béarn"				"vicomtesse de Marsan"	329310|329337	"est vicomte / vicomtesse de|est vicomte / vicomtesse de"	"Constance de Béarn | est vicomte / vicomtesse de - > Marsan, vicomté|Constance de Béarn | est vicomte / vicomtesse de - > Marsan, vicomté"	98257|98257	"Marsan, vicomté|Marsan, vicomté"	"Marsan, vicomté|Marsan, vicomté"						103246	"a pour surnom"	"Constance de Béarn | a pour surnom - > Béarn (province) (Pyrénées-Atlantiques)"	99979	"Béarn (province) (Pyrénées-Atlantiques)"	"Béarn (province) (Pyrénées-Atlantiques)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193028						
81813	"Constans (Raimond)"	"Constans (Raimond)"				"notaire public royal dans la sénéchaussée de Périgord et Quercy"	329844|329852	"est notaire public royal de|est notaire public royal de"	"Constans (Raimond) | est notaire public royal de - > Périgord, sénéchaussée|Constans (Raimond) | est notaire public royal de - > Périgord, sénéchaussée"	99724|99724	"Périgord, sénéchaussée|Périgord, sénéchaussée"	"Périgord, sénéchaussée|Périgord, sénéchaussée"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193043						
81814	"Constant (Roger)"	"Constant (Roger)"				"de Béthemont"												328936	"a pour surnom"	"Constant (Roger) | a pour surnom - > Béthemont (Seine-et-Oise, Poissy)"	102250	"Béthemont (Seine-et-Oise, Poissy)"	"Béthemont (Seine-et-Oise, Poissy)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193058						
81819	"Coppet (Jean)"	"Coppet (Jean)"				"prévôt de Tournai"	331184	"est prévôt de"	"Coppet (Jean) | est prévôt de - > Tournai, prévôté"	101533	"Tournai, prévôté"	"Tournai, prévôté"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193557						
81820	"Alexandre d'Odemghem (Me)"	"Alexandre d'Odemghem (Me)"																103585	"a pour surnom"	"Alexandre d'Odemghem (Me) | a pour surnom - > Odemghem"	85194	Odemghem	Odemghem																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e135985						
81821	"Coquatricis (G.)"	"Coquatricis (G.)"				"Coquatrix, Coquatriz (G.)"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193572						
81823	Coquelet	Coquelet				"Coquelot (Gilon), veneur du roi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193599						
81824	"Coqui (Me Mathieu)"	"Coqui (Me Mathieu)"				"notaire de l'évêque de Maguelonne"	325409|329808	"est notaire de|est notaire de"	"Coqui (Me Mathieu) | est notaire de - > Maguelonne, diocèse|Coqui (Me Mathieu) | est notaire de - > Maguelonne, diocèse"	98119|98119	"Maguelonne, diocèse|Maguelonne, diocèse"	"Maguelonne, diocèse|Maguelonne, diocèse"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193632						
81825	"Coquille (Guillaume)"	"Coquille (Guillaume)"				"bourgeois de Nevers"												328729	"est bourgeois / bourgeoise / habitant / habitante de"	"Coquille (Guillaume) | est bourgeois / bourgeoise / habitant / habitante de - > Nevers (Nièvre, Nevers)"	99026	"Nevers (Nièvre, Nevers)"	"Nevers (Nièvre, Nevers)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193647						
81826	Coquillet	Coquillet				"valet de la reine de Navarre"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193662						
81827	"Coraus (Pierre)"	"Coraus (Pierre)"				"chàtelain royal de Tours"	329397	"est châtelain royal de"	"Coraus (Pierre) | est châtelain royal de - > Tours, châtellenie royale"	101562	"Tours, châtellenie royale"	"Tours, châtellenie royale"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e193689						
81829	"Corbon (Thomas)"	"Corbon (Thomas)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194062						
81831	"Bonet Alfaric"	"Bonet Alfaric"				"bourgeois du Bourg de Narbonne"												328730	"est bourgeois / bourgeoise / habitant / habitante de"	"Bonet Alfaric | est bourgeois / bourgeoise / habitant / habitante de - > Narbonne (Aude)"	98909	"Narbonne (Aude)"	"Narbonne (Aude)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136011						
81832	Cornet	Cornet				"d'Orphin, sa fille"												328948	"a pour surnom"	"Cornet | a pour surnom - > Orphin (Essonne)"	85234	"Orphin (Essonne)"	"Orphin (Essonne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194290						
81834	"Cornoli (Pierre)"	"Cornoli (Pierre)"				"consul du château de Peyrusse-le-Roc"												328901	"est consul de"	"Cornoli (Pierre) | est consul de - > Peyrusse-le-Roc (Aveyron, Montbazens)"	99780	"Peyrusse-le-Roc (Aveyron, Montbazens)"	"Peyrusse-le-Roc (Aveyron, Montbazens)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194353						
81839	"Corsdomme (Richard)"	"Corsdomme (Richard)"				"vicomte de Verneuil-sur-Avre"	329332|330354	"est vicomte / vicomtesse de|est vicomte / vicomtesse de"	"Corsdomme (Richard) | est vicomte / vicomtesse de - > Verneuil-sur-Avre, vicomté|Corsdomme (Richard) | est vicomte / vicomtesse de - > Verneuil-sur-Avre, vicomté"	101897|101897	"Verneuil-sur-Avre, vicomté|Verneuil-sur-Avre, vicomté"	"Verneuil-sur-Avre, vicomté|Verneuil-sur-Avre, vicomté"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194589						
81841	"Cosset (Mathieu fils)"	"Cosset (Mathieu fils)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194714						
81842	"Alfaric (G.)"	"Alfaric (G.)"				chevalier																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136026						
81843	"Costard (Henri)"	"Costard (Henri)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194725						
81844	"Coste (Me Raimond)"	"Coste (Me Raimond)"				"juge de Carcassonne"												321390|333353	"est juge de|est juge de"	"Coste (Me Raimond) | est juge de - > Carcassonne (Aude)|Coste (Me Raimond) | est juge de - > Carcassonne, ville (Aude)"	95428|333345	"Carcassonne (Aude)|Carcassonne, ville (Aude)"	"Carcassonne (Aude)|Carcassonne, ville (Aude)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194755						
81845	"Cotelier (Me Jean)"	"Cotelier (Me Jean)"				"notaire de Béziers"												320089	"est notaire de"	"Cotelier (Me Jean) | est notaire de - > Béziers (Hérault)"	102264	"Béziers (Hérault)"	"Béziers (Hérault)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e194783						
81851	"Coulon (Jean)"	"Coulon (Jean)"				"sa veuve"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195481						
81852	"Coul-Rouge (Pierre)"	"Coul-Rouge (Pierre)"				"bourgeois de Chartres"												321726|328731	"est bourgeois / bourgeoise / habitant / habitante de|est bourgeois / bourgeoise / habitant / habitante de"	"Coul-Rouge (Pierre) | est bourgeois / habitant de - > Chartres (Eure-et-Loir)|Coul-Rouge (Pierre) | est bourgeois / bourgeoise / habitant / habitante de - > Chartres (Eure-et-Loir)"	95809|95809	"Chartres (Eure-et-Loir)|Chartres (Eure-et-Loir)"	"Chartres (Eure-et-Loir)|Chartres (Eure-et-Loir)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195511						
81853	"Alice de Boussagues"	"Alice de Boussagues"		Alice		"femme de Bérenger IV Guilhem (Alice de Boussagues)"												104195	"a pour surnom"	"Alice de Boussagues | a pour surnom - > Boussagues (Hérault, Bédarieux)"	87205	"Boussagues (Hérault, Bédarieux)"	"Boussagues (Hérault, Bédarieux)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136056|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136229						
81854	"Couqueiet (Guillaume)"	"Couqueiet (Guillaume)"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e195542						
81859	"Cours (Alaudes)"	"Cours (Alaudes)"				"procureur de Niccolò Guidi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e196157						
81860	"Court (Me Raimond)"	"Court (Me Raimond)"				"légiste, régissant la jugerie de Verdun-sur-Garonne"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e196237						
81861	"Courteheuse (Guillaume)"	"Courteheuse (Guillaume)"				"Guillelmus Courtehause, chevalier du roi"	323435	"est bailli de"	"Courteheuse (Guillaume) | est bailli de - > Gisors, bailliage"	97186	"Gisors, bailliage"	"Gisors, bailliage"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e196283						
81864	"Adam de Béthisy"	"Adam de Béthisy"				"sergent à verge du Châtelet de Paris"	326191|329962	"est sergent à verge de|est sergent à verge de"	"Adam de Béthisy | est sergent à verge de - > Paris, Châtelet|Adam de Béthisy | est sergent à verge de - > Châtelet de Paris"	99383|281959	"Paris, Châtelet|Châtelet de Paris"	"Paris, Châtelet|Châtelet de Paris"						103611	"a pour surnom"	"Adam de Béthisy | a pour surnom - > Béthisy (Oise, Crépy-en-Valois)"	87041	"Béthisy (Oise, Crépy-en-Valois)"	"Béthisy (Oise, Crépy-en-Valois)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132593						
81865	Alice	Alice				"femme de Clair Bridoul"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136072						
81867	"Crasse joue (Jeannet)"	"Crasse joue (Jeannet)"				"crieur du Roi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e197203						
